sector0_superlayer0_layer0_paddle1  |         ahdc_mother  |ATOFpaddle1 sector0 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      77.000000*mm      -3.929620*mm      80.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      77.000000*mm       3.929620*mm      77.000000*mm      -3.929620*mm      80.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      77.000000*mm       3.929620*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 0 superlayer manual 0 layer manual 0 paddle manual 1 order manual 0 
sector13_superlayer0_layer0_paddle54  |         ahdc_mother  |ATOFpaddle54 sector13 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      54.592723*mm     -54.443333*mm      56.716953*mm     -56.567566*mm      62.186219*mm     -50.493331*mm      59.851581*mm     -48.602780*mm      54.592723*mm     -54.443333*mm      56.716953*mm     -56.567566*mm      62.186219*mm     -50.493331*mm      59.851581*mm     -48.602780*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 0 layer manual 0 paddle manual 54 order manual 0 
sector13_superlayer0_layer0_paddle55  |         ahdc_mother  |ATOFpaddle55 sector13 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      59.984536*mm     -48.438594*mm      62.319172*mm     -50.329147*mm      67.123547*mm     -43.716493*mm      64.604081*mm     -42.080335*mm      59.984536*mm     -48.438594*mm      62.319172*mm     -50.329147*mm      67.123547*mm     -43.716493*mm      64.604081*mm     -42.080335*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 0 layer manual 0 paddle manual 55 order manual 0 
sector13_superlayer0_layer0_paddle56  |         ahdc_mother  |ATOFpaddle56 sector13 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      64.719146*mm     -41.903151*mm      67.238610*mm     -43.539312*mm      71.325455*mm     -36.460688*mm      68.648766*mm     -35.096849*mm      64.719146*mm     -41.903151*mm      67.238610*mm     -43.539312*mm      71.325455*mm     -36.460688*mm      68.648766*mm     -35.096849*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 0 layer manual 0 paddle manual 56 order manual 0 
sector13_superlayer1_layer0_paddle53  |         ahdc_mother  |ATOFpaddle53 sector13 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 0 paddle manual 53 order manual 0 
sector13_superlayer1_layer0_paddle54  |         ahdc_mother  |ATOFpaddle54 sector13 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 0 paddle manual 54 order manual 0 
sector13_superlayer1_layer0_paddle55  |         ahdc_mother  |ATOFpaddle55 sector13 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 0 paddle manual 55 order manual 0 
sector13_superlayer1_layer0_paddle56  |         ahdc_mother  |ATOFpaddle56 sector13 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 0 paddle manual 56 order manual 0 
sector13_superlayer1_layer1_paddle53  |         ahdc_mother  |ATOFpaddle53 sector13 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 1 paddle manual 53 order manual 0 
sector13_superlayer1_layer1_paddle54  |         ahdc_mother  |ATOFpaddle54 sector13 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 1 paddle manual 54 order manual 0 
sector13_superlayer1_layer1_paddle55  |         ahdc_mother  |ATOFpaddle55 sector13 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 1 paddle manual 55 order manual 0 
sector13_superlayer1_layer1_paddle56  |         ahdc_mother  |ATOFpaddle56 sector13 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 1 paddle manual 56 order manual 0 
sector13_superlayer1_layer2_paddle53  |         ahdc_mother  |ATOFpaddle53 sector13 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 2 paddle manual 53 order manual 0 
sector13_superlayer1_layer2_paddle54  |         ahdc_mother  |ATOFpaddle54 sector13 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 2 paddle manual 54 order manual 0 
sector13_superlayer1_layer2_paddle55  |         ahdc_mother  |ATOFpaddle55 sector13 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 2 paddle manual 55 order manual 0 
sector13_superlayer1_layer2_paddle56  |         ahdc_mother  |ATOFpaddle56 sector13 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 2 paddle manual 56 order manual 0 
sector13_superlayer1_layer3_paddle53  |         ahdc_mother  |ATOFpaddle53 sector13 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 3 paddle manual 53 order manual 0 
sector13_superlayer1_layer3_paddle54  |         ahdc_mother  |ATOFpaddle54 sector13 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 3 paddle manual 54 order manual 0 
sector13_superlayer1_layer3_paddle55  |         ahdc_mother  |ATOFpaddle55 sector13 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 3 paddle manual 55 order manual 0 
sector13_superlayer1_layer3_paddle56  |         ahdc_mother  |ATOFpaddle56 sector13 superlayer1 layer3  |                 0.0000*mm   0.0000*mm -42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 3 paddle manual 56 order manual 0 
sector13_superlayer1_layer4_paddle53  |         ahdc_mother  |ATOFpaddle53 sector13 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 4 paddle manual 53 order manual 0 
sector13_superlayer1_layer4_paddle54  |         ahdc_mother  |ATOFpaddle54 sector13 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 4 paddle manual 54 order manual 0 
sector13_superlayer1_layer4_paddle55  |         ahdc_mother  |ATOFpaddle55 sector13 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 4 paddle manual 55 order manual 0 
sector13_superlayer1_layer4_paddle56  |         ahdc_mother  |ATOFpaddle56 sector13 superlayer1 layer4  |                 0.0000*mm   0.0000*mm -14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 4 paddle manual 56 order manual 0 
sector13_superlayer1_layer5_paddle53  |         ahdc_mother  |ATOFpaddle53 sector13 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 5 paddle manual 53 order manual 0 
sector13_superlayer1_layer5_paddle54  |         ahdc_mother  |ATOFpaddle54 sector13 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 5 paddle manual 54 order manual 0 
sector13_superlayer1_layer5_paddle55  |         ahdc_mother  |ATOFpaddle55 sector13 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 5 paddle manual 55 order manual 0 
sector13_superlayer1_layer5_paddle56  |         ahdc_mother  |ATOFpaddle56 sector13 superlayer1 layer5  |                 0.0000*mm   0.0000*mm  14.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 5 paddle manual 56 order manual 0 
sector13_superlayer1_layer6_paddle53  |         ahdc_mother  |ATOFpaddle53 sector13 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 6 paddle manual 53 order manual 0 
sector13_superlayer1_layer6_paddle54  |         ahdc_mother  |ATOFpaddle54 sector13 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 6 paddle manual 54 order manual 0 
sector13_superlayer1_layer6_paddle55  |         ahdc_mother  |ATOFpaddle55 sector13 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 6 paddle manual 55 order manual 0 
sector13_superlayer1_layer6_paddle56  |         ahdc_mother  |ATOFpaddle56 sector13 superlayer1 layer6  |                 0.0000*mm   0.0000*mm  42.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 6 paddle manual 56 order manual 0 
sector13_superlayer1_layer7_paddle53  |         ahdc_mother  |ATOFpaddle53 sector13 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 7 paddle manual 53 order manual 0 
sector13_superlayer1_layer7_paddle54  |         ahdc_mother  |ATOFpaddle54 sector13 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 7 paddle manual 54 order manual 0 
sector13_superlayer1_layer7_paddle55  |         ahdc_mother  |ATOFpaddle55 sector13 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 7 paddle manual 55 order manual 0 
sector13_superlayer1_layer7_paddle56  |         ahdc_mother  |ATOFpaddle56 sector13 superlayer1 layer7  |                 0.0000*mm   0.0000*mm  70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm      67.238610*mm     -43.539312*mm      84.035040*mm     -54.447040*mm      89.170040*mm     -45.552960*mm      71.325455*mm     -36.460688*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 7 paddle manual 56 order manual 0 
sector13_superlayer1_layer8_paddle53  |         ahdc_mother  |ATOFpaddle53 sector13 superlayer1 layer8  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm      50.493331*mm     -62.186219*mm      63.097012*mm     -77.750468*mm      70.729109*mm     -70.878497*mm      56.567566*mm     -56.716953*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 8 paddle manual 53 order manual 0 
sector13_superlayer1_layer8_paddle54  |         ahdc_mother  |ATOFpaddle54 sector13 superlayer1 layer8  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm      56.716953*mm     -56.567566*mm      70.878497*mm     -70.729109*mm      77.750468*mm     -63.097012*mm      62.186219*mm     -50.493331*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 8 paddle manual 54 order manual 0 
sector13_superlayer1_layer8_paddle55  |         ahdc_mother  |ATOFpaddle55 sector13 superlayer1 layer8  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm      62.319172*mm     -50.329147*mm      77.883422*mm     -62.932827*mm      83.919977*mm     -54.624223*mm      67.123547*mm     -43.716493*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 13 superlayer manual 1 layer manual 8 paddle manual 55 order manual 0 
