                 cnd  |                root  |      Central Neutron Detector  |                    0*cm 0*cm 0.529000000000002*cm  |                                   0 0 0  | 33bb99   |            Polycone  |0.0*deg 360*deg 3*counts 28.95*cm 28.95*cm 35.56*cm 38.56*cm 38.56*cm 38.56*cm -39.578*cm 32.0364*cm 39.578*cm  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
  CND_S15_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 15, L 1, U-Turn 1  |   -18.56722358477*cm -24.19727687888*cm 27.044*cm  |                 270*deg 397.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 15 layer manual 1 u-turn manual 1 
  CND_S15_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 15, L 2, U-Turn 1  |   -20.45438401469*cm -26.65667223379*cm 31.272*cm  |                 270*deg 397.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 15 layer manual 2 u-turn manual 1 
  CND_S15_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 15, L 3, U-Turn 1  |     -22.34154444462*cm -29.11606758869*cm 34.7*cm  |                 270*deg 397.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 15 layer manual 3 u-turn manual 1 
  CND_S16_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 16, L 1, U-Turn 1  |   -24.19727687888*cm -18.56722358477*cm 27.044*cm  |                 270*deg 412.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 16 layer manual 1 u-turn manual 1 
  CND_S16_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 16, L 2, U-Turn 1  |   -26.65667223379*cm -20.45438401469*cm 31.272*cm  |                 270*deg 412.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 16 layer manual 2 u-turn manual 1 
  CND_S16_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 16, L 3, U-Turn 1  |     -29.11606758869*cm -22.34154444462*cm 34.7*cm  |                 270*deg 412.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 16 layer manual 3 u-turn manual 1 
  CND_S17_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 17, L 1, U-Turn 1  |   -28.17832574159*cm -11.67184468714*cm 27.044*cm  |                 270*deg 427.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 17 layer manual 1 u-turn manual 1 
  CND_S17_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 17, L 2, U-Turn 1  |   -31.04235229238*cm -12.85816332747*cm 31.272*cm  |                 270*deg 427.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 17 layer manual 2 u-turn manual 1 
  CND_S17_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 17, L 3, U-Turn 1  |     -33.90637884316*cm -14.04448196780*cm 34.7*cm  |                 270*deg 427.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 17 layer manual 3 u-turn manual 1 
  CND_S18_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 18, L 1, U-Turn 1  |    -30.23906827190*cm -3.98104886271*cm 27.044*cm  |                 270*deg 442.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 18 layer manual 1 u-turn manual 1 
  CND_S18_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 18, L 2, U-Turn 1  |    -33.31254734216*cm -4.38568005859*cm 31.272*cm  |                 270*deg 442.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 18 layer manual 2 u-turn manual 1 
  CND_S18_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 18, L 3, U-Turn 1  |      -36.38602641242*cm -4.79031125448*cm 34.7*cm  |                 270*deg 442.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 18 layer manual 3 u-turn manual 1 
  CND_S19_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 19, L 1, U-Turn 1  |     -30.23906827190*cm 3.98104886271*cm 27.044*cm  |                 270*deg 457.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 19 layer manual 1 u-turn manual 1 
  CND_S19_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 19, L 2, U-Turn 1  |     -33.31254734216*cm 4.38568005859*cm 31.272*cm  |                 270*deg 457.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 19 layer manual 2 u-turn manual 1 
  CND_S19_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 19, L 3, U-Turn 1  |       -36.38602641242*cm 4.79031125448*cm 34.7*cm  |                 270*deg 457.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 19 layer manual 3 u-turn manual 1 
  CND_S20_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 20, L 1, U-Turn 1  |    -28.17832574159*cm 11.67184468714*cm 27.044*cm  |                 270*deg 472.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 20 layer manual 1 u-turn manual 1 
  CND_S20_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 20, L 2, U-Turn 1  |    -31.04235229238*cm 12.85816332747*cm 31.272*cm  |                 270*deg 472.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 20 layer manual 2 u-turn manual 1 
  CND_S20_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 20, L 3, U-Turn 1  |      -33.90637884316*cm 14.04448196780*cm 34.7*cm  |                 270*deg 472.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 20 layer manual 3 u-turn manual 1 
  CND_S21_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 21, L 1, U-Turn 1  |    -24.19727687888*cm 18.56722358477*cm 27.044*cm  |                 270*deg 487.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 21 layer manual 1 u-turn manual 1 
  CND_S21_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 21, L 2, U-Turn 1  |    -26.65667223379*cm 20.45438401469*cm 31.272*cm  |                 270*deg 487.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 21 layer manual 2 u-turn manual 1 
  CND_S21_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 21, L 3, U-Turn 1  |      -29.11606758869*cm 22.34154444462*cm 34.7*cm  |                 270*deg 487.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 21 layer manual 3 u-turn manual 1 
  CND_S22_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 22, L 1, U-Turn 1  |    -18.56722358477*cm 24.19727687888*cm 27.044*cm  |                 270*deg 502.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 22 layer manual 1 u-turn manual 1 
  CND_S22_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 22, L 2, U-Turn 1  |    -20.45438401469*cm 26.65667223379*cm 31.272*cm  |                 270*deg 502.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 22 layer manual 2 u-turn manual 1 
  CND_S22_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 22, L 3, U-Turn 1  |      -22.34154444462*cm 29.11606758869*cm 34.7*cm  |                 270*deg 502.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 22 layer manual 3 u-turn manual 1 
  CND_S23_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 23, L 1, U-Turn 1  |    -11.67184468714*cm 28.17832574159*cm 27.044*cm  |                 270*deg 517.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 23 layer manual 1 u-turn manual 1 
  CND_S23_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 23, L 2, U-Turn 1  |    -12.85816332747*cm 31.04235229238*cm 31.272*cm  |                 270*deg 517.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 23 layer manual 2 u-turn manual 1 
  CND_S23_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 23, L 3, U-Turn 1  |      -14.04448196780*cm 33.90637884316*cm 34.7*cm  |                 270*deg 517.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 23 layer manual 3 u-turn manual 1 
  CND_S24_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 24, L 1, U-Turn 1  |     -3.98104886271*cm 30.23906827190*cm 27.044*cm  |                 270*deg 532.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 24 layer manual 1 u-turn manual 1 
  CND_S24_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 24, L 2, U-Turn 1  |     -4.38568005859*cm 33.31254734216*cm 31.272*cm  |                 270*deg 532.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 24 layer manual 2 u-turn manual 1 
  CND_S24_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 24, L 3, U-Turn 1  |       -4.79031125448*cm 36.38602641242*cm 34.7*cm  |                 270*deg 532.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 24 layer manual 3 u-turn manual 1 
